tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
905	Какво се случи с телефонните измами по време на COVID кризата https://t.co/4nUm1wC3NJ	no	nan	nan	nan	nan	no	no
906	Нови 41 заразени с COVID-19 у нас, с летален изход 1 | ProNews Dobrich https://t.co/46bLqxVJst https://t.co/27QejhsT64	yes	no	yes	no	no	no	no
907	Една полза покрай covid кризата е връщането на жестомимичният превод в ефир.	no	nan	nan	nan	nan	no	no
908	САЩ спускат знамената в памет на жертвите на Covid-19 https://t.co/Q1v9HNDyKq	no	nan	nan	nan	nan	no	no
909	Да, сър. без съмнение! https://t.co/2UPKapioJW	no	nan	nan	nan	nan	no	no
910	В Тибет най-застрашени от COVID-19 са хората между 100 и 120 години.	no	nan	nan	nan	nan	no	no
911	Акад. Богдан Петрунов: Епидемията от COVID-19 още е в ход https://t.co/1BkfGJ8VoU btvnovinite	yes	no	yes	no	no	no	no
912	В „Етър ВТ“ чисти от COVID-19 https://t.co/RByfXHcmHD	no	nan	nan	nan	nan	no	no
913	... от 13.03. складът за търговия с алкохол е затворен, като се осъществяват само доставки по домовете за редовни клиенти / бисери от #папкаCovid	no	nan	nan	nan	nan	no	no
914	287 човека с потвърден COVID-19 са настанени в болница, бройката на всички заразени стигна 1399 https://t.co/5IfnS2RrTd	yes	no	yes	no	no	no	no
915	Очаквайте уебинар по темата за Подготовка на стратегическа сделка - придобиване, сливане или продажба във връзка с преодоляване последствията от COVID-19. Регистрирайте се тук: https://t.co/3T0pJjQENb https://t.co/b7UIjsN6vF	no	nan	nan	nan	nan	no	no
916	Дългосрочният бюджет на ЕС и въздействието на Covid-19 присъстват в дневния ред на Парламента тази седмица https://t.co/dN6jKYzUj3	no	nan	nan	nan	nan	no	no
917	Covid-19 влезе в един от най-добре организираните старчески домове https://t.co/Mzwf5qIscJ	no	nan	nan	nan	nan	no	no
918	@_moon_cactus_ @bananivpijami Да, но и двата за Германия са около 10, няма 34.7. Ето статията https://t.co/GQfLRNcAxw	no	nan	nan	nan	nan	no	no
919	Стейхоумовци и "диагностиката" на COVID-19 https://t.co/4oGiRrW8Dp via @YouTube	no	nan	nan	nan	nan	no	no
920	Кучетата в помощ на хората за откриване на COVID-19 https://t.co/xuOnKSmlQw	yes	yes	yes	no	no	no	no
921	България е в топ 3 на страните с най-добри постижения в Европа https://t.co/qlG08MDXxU	yes	no	yes	no	no	no	no
923	Общината набира дарения за осигуряване на лични предпазни средства, дезинфектанти, животоспасяваща медицинска апаратура и медикаменти за общинските здравни заведения, както и обгрижване и изхранване на най-уязвимите групи в обществото https://t.co/qrGwb9FcBm	yes	no	yes	no	no	no	no
924	@_Fa7a_ @Could_Flyyy Covid-19 превзема света и започва от вашия блок ;)	no	nan	nan	nan	nan	no	no
925	Wall Street започва сесията с ръстове и надежди за спад в заразените с COVID-19* https://t.co/i5tbwJ7pXX	yes	no	yes	no	no	no	no
926	Флан от портокалов шоколад и цитронада с боровинки, грейпфрут и сироп от агаве... 🙂 #SupportYourLocal #restaurant #food #sweets #eat #local #foodie #instafood #dinner #bar #lunch #delicious #chef #Sofia #VelikoTarnovo #StaraZagora #Bulgaria #PartOfYourStory https://t.co/8Pg6UWz6jb	no	nan	nan	nan	nan	no	no
927	РЗИ: AКТУАЛНА ЕПИДЕМИЧНА ОБСТАНОВКА В СТАРОЗАГОРСКА ОБЛАСТ С COVID 19. ПРЕВАНТИВНИ МЕРКИ ЗА ОГРАНИЧАВАНЕ НА РАЗПРОСТРАНЕНИЕТО https://t.co/1ZEqZeqy45 чрез @Новините от Казанлък - PressTV https://t.co/40Z5nuBQhP	no	nan	nan	nan	nan	no	no
928	За COVID-19 - всичко на масата  - https://t.co/x84tr13YKw	no	nan	nan	nan	nan	no	no
929	COVID-19, 30- случая/ден: - забранено е разхождането в парковете и на Витоша, - забранени са събиранията на хора, - затворени са ресторанти и фитнеси, - изключени са бутоните на светофарите, - носенето на маски е задължително, - пътуванията са ограничени... Мерките работят!	yes	no	yes	no	no	no	no
930	📖 Една добра идея приятели, надявам се да Ви бъде полезна! 🙏 #ОстанетеСиВкъщи и използвайте времето за самообучение по чужди 🍁 езици, усъвършенстването на познанията 💫 винаги ще ни бъде полезно 📚 Ще се справим! #StayHome #LearningLanguages #ReadBooks &amp; #StaySafe https://t.co/o8eU4C7n3C	no	nan	nan	nan	nan	no	no
931	САЩ: 638 починали от COVID-19 за 24 часа https://t.co/cXzRmM9RGj	yes	no	yes	no	no	no	no
932	Ако имате температура и суха кашлица, напоследък сте били в засегнат от епидемията район или във Вашето обкръжение има заболели от коронавирус, незабавно се свържете с местното медицинско заведение или специализираните контролни органи. #COVID19 #Bulgarian #StayAtHome @WHO	no	nan	nan	nan	nan	no	no
933	Онзи момент, когато пишеш пост за бъдещето след #COVIDー19 и интуитивно пишеш stay positive!	no	nan	nan	nan	nan	no	no
